Respondent_ID,Age_Group,Gender,City_Tier,Status,Income,Gaming_Platform,Gaming_Hours_Per_Week,Setup_Type,Price_Sensitivity,Preferred_Style,Preferred_Color,Purchase_Channel,Spending_Per_Purchase,Annual_Setup_Budget,Purchase_Likelihood,Own_Keycaps,Own_Coiled_Cable,Own_Deskmat,Own_Cable_Sleeves,Own_Streaming_Gear
1148,26-30,Female,Tier 1,Working Professional,No income,Xbox,<2,High-end PC,Premium buyer,RGB,Black,Flipkart,500-1500,Under 2000,Likely,0,0,0,1,0
1149,18-21,Female,Tier 2,Working Professional,20000-50000,Multiple,2-5,Mobile only,Discount seeker,RGB,Pastel,Flipkart,500-1500,2000-5000,Maybe,0,0,0,1,0
1150,18-21,Female,Tier 2,Student,20000-50000,Mobile,<2,Mobile only,Balanced,No preference,RGB,Flipkart,500-1500,2000-5000,Very likely,0,0,0,1,0
1151,26-30,Male,Tier 3,Working Professional,No income,PC/Laptop,10-20,Console,Balanced,RGB,Red,Flipkart,500-1500,Under 2000,Likely,1,1,1,1,1
1152,18-21,Female,Tier 2,Other,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,No preference,Black,Amazon,7000+,Above 20000,Maybe,0,0,0,1,0
1153,Under 18,Female,Tier 2,Student,Under 20000,Mobile,2-5,Console,Balanced,RGB,Purple,Amazon,Under 500,2000-5000,Very unlikely,0,0,0,0,0
1154,18-21,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,10-20,Mid-range PC,Balanced,No preference,White,Flipkart,500-1500,2000-5000,Likely,0,0,1,0,0
1155,18-21,Female,Tier 2,Student,Under 20000,PC/Laptop,6-10,Console,Balanced,No preference,Blue,Flipkart,Under 500,Under 2000,Unlikely,0,0,0,0,0
1156,18-21,Prefer not to say,Tier 3,Working Professional,20000-50000,PlayStation,2-5,Mid-range PC,Discount seeker,Cyberpunk,Green,Flipkart,500-1500,2000-5000,Unlikely,0,0,1,0,1
1157,Above 40,Male,Tier 1,Student,20000-50000,PlayStation,6-10,Mid-range PC,Discount seeker,Minimal,Black,Brand Website,500-1500,5000-10000,Maybe,0,0,0,0,0
1158,31-40,Female,Tier 3,Student,20000-50000,PlayStation,2-5,Mid-range PC,Premium buyer,Anime,Red,Amazon,1500-3000,2000-5000,Likely,1,0,1,0,0
1159,22-25,Male,Tier 1,Student,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,No preference,Red,Offline Store,1500-3000,2000-5000,Likely,0,0,1,0,0
1160,18-21,Male,Tier 2,Student,50000-100000,PC/Laptop,10-20,Mobile only,Balanced,RGB,Red,Flipkart,1500-3000,10000-20000,Likely,1,0,0,0,1
1161,26-30,Male,Tier 1,Student,No income,Multiple,6-10,Console,Discount seeker,RGB,RGB,Flipkart,7000+,Above 20000,Very likely,0,0,1,0,0
1162,22-25,Male,Tier 1,Student,Under 20000,Mobile,<2,Console,Discount seeker,RGB,Purple,Amazon,500-1500,2000-5000,Maybe,0,0,0,0,0
1163,18-21,Female,Tier 2,Business Owner,No income,PC/Laptop,6-10,Mid-range PC,Balanced,Minimal,Red,Flipkart,500-1500,2000-5000,Very likely,0,0,1,1,0
1164,31-40,Male,Tier 3,Student,20000-50000,PlayStation,10-20,Basic PC/Laptop,Balanced,Minimal,Black,Offline Store,500-1500,5000-10000,Likely,0,0,1,0,0
1165,31-40,Female,Tier 1,Student,Above 200000,Mobile,10-20,Mid-range PC,Discount seeker,RGB,Purple,Brand Website,7000+,Above 20000,Likely,0,0,0,1,0
1166,26-30,Female,Tier 2,Student,50000-100000,Xbox,2-5,Basic PC/Laptop,Premium buyer,Minimal,Blue,Flipkart,1500-3000,5000-10000,Likely,0,1,1,0,0
1167,26-30,Female,Tier 2,Other,No income,Multiple,2-5,Basic PC/Laptop,Premium buyer,No preference,Blue,Flipkart,500-1500,Under 2000,Maybe,1,1,1,0,1
1168,18-21,Female,Tier 1,Working Professional,100000-200000,Multiple,6-10,Console,Balanced,Minimal,White,Brand Website,3000-7000,Above 20000,Maybe,0,0,0,0,0
1169,18-21,Male,Tier 2,Working Professional,20000-50000,Xbox,2-5,Mid-range PC,Cheapest option,Minimal,Black,Amazon,500-1500,5000-10000,Likely,0,0,1,0,0
1170,Under 18,Male,Tier 1,Freelancer/Creator,100000-200000,PlayStation,10-20,Basic PC/Laptop,Cheapest option,Cyberpunk,Purple,Offline Store,7000+,Above 20000,Very likely,0,0,0,0,1
1171,31-40,Female,Tier 3,Freelancer/Creator,No income,PC/Laptop,<2,High-end PC,Balanced,RGB,Red,Flipkart,Under 500,Under 2000,Unlikely,1,0,1,0,1
1172,18-21,Male,Tier 3,Student,20000-50000,PC/Laptop,6-10,Mobile only,Premium buyer,RGB,White,Offline Store,500-1500,5000-10000,Very likely,0,0,1,0,0
1173,18-21,Male,Tier 2,Student,Under 20000,PC/Laptop,6-10,Basic PC/Laptop,Premium buyer,Anime,Pastel,Amazon,Under 500,2000-5000,Likely,0,1,1,0,0
1174,22-25,Female,Tier 2,Working Professional,20000-50000,Mobile,2-5,Console,Balanced,RGB,Green,Brand Website,500-1500,2000-5000,Unlikely,1,0,0,0,0
1175,31-40,Male,Tier 1,Business Owner,Above 200000,PlayStation,6-10,Console,Discount seeker,Cyberpunk,Blue,International Websites,7000+,10000-20000,Very likely,0,0,1,1,1
1176,22-25,Female,Tier 1,Student,Under 20000,Mobile,>20,Mid-range PC,Premium buyer,No preference,RGB,Offline Store,Under 500,2000-5000,Maybe,1,0,0,0,0
1177,18-21,Male,Tier 1,Student,100000-200000,PC/Laptop,2-5,Mobile only,Discount seeker,No preference,RGB,Flipkart,3000-7000,Above 20000,Maybe,1,1,1,1,0
1178,18-21,Female,Tier 2,Business Owner,No income,PlayStation,>20,Mid-range PC,Cheapest option,Cyberpunk,Blue,International Websites,500-1500,2000-5000,Unlikely,0,0,1,0,0
1179,Above 40,Male,Tier 3,Student,No income,PlayStation,2-5,Console,Balanced,Minimal,Black,International Websites,Under 500,2000-5000,Likely,0,0,0,0,0
1180,22-25,Male,Tier 1,Working Professional,No income,PlayStation,<2,Mid-range PC,Discount seeker,Cyberpunk,RGB,Amazon,500-1500,Under 2000,Unlikely,1,0,1,0,0
1181,Under 18,Male,Tier 2,Student,50000-100000,Mobile,2-5,Console,Cheapest option,Minimal,Purple,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,0
1182,22-25,Male,Tier 1,Working Professional,Under 20000,Xbox,>20,Basic PC/Laptop,Premium buyer,No preference,Blue,Flipkart,Under 500,2000-5000,Unlikely,1,0,0,0,0
1183,Above 40,Male,Tier 2,Working Professional,Under 20000,Mobile,2-5,Mobile only,Balanced,Cyberpunk,Blue,Amazon,500-1500,2000-5000,Maybe,0,0,0,0,0
1184,Under 18,Male,Tier 1,Business Owner,20000-50000,Mobile,2-5,Console,Discount seeker,Cyberpunk,Blue,Offline Store,500-1500,5000-10000,Very likely,0,0,0,0,1
1185,18-21,Prefer not to say,Tier 1,Working Professional,20000-50000,Xbox,>20,High-end PC,Cheapest option,Minimal,Red,Flipkart,500-1500,5000-10000,Likely,1,0,1,0,0
1186,22-25,Male,Tier 2,Student,Under 20000,PC/Laptop,<2,Mid-range PC,Balanced,RGB,RGB,Flipkart,Under 500,2000-5000,Likely,0,0,1,0,1
1187,22-25,Male,Tier 1,Student,50000-100000,Mobile,<2,Mid-range PC,Discount seeker,Cyberpunk,White,Flipkart,3000-7000,10000-20000,Unlikely,0,0,0,0,0
1188,31-40,Male,Tier 3,Student,Under 20000,PC/Laptop,2-5,Console,Balanced,No preference,Black,Amazon,500-1500,Under 2000,Very likely,0,0,0,0,0
1189,Under 18,Male,Tier 2,Working Professional,Under 20000,PC/Laptop,<2,Mid-range PC,Premium buyer,Anime,Blue,Amazon,Under 500,Under 2000,Likely,0,0,1,0,1
1190,18-21,Male,Tier 1,Working Professional,No income,PC/Laptop,>20,Basic PC/Laptop,Cheapest option,Anime,Red,Amazon,500-1500,Under 2000,Likely,0,0,0,1,0
1191,22-25,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,2-5,Mid-range PC,Balanced,Cyberpunk,Red,Amazon,1500-3000,2000-5000,Very likely,0,1,1,0,1
1192,22-25,Male,Tier 1,Business Owner,20000-50000,Mobile,10-20,Basic PC/Laptop,Premium buyer,Anime,RGB,Amazon,500-1500,2000-5000,Very likely,0,0,0,0,0
1193,18-21,Male,Tier 1,Working Professional,100000-200000,PC/Laptop,<2,Mobile only,Balanced,Anime,Black,Brand Website,7000+,Above 20000,Very likely,1,1,1,0,1
1194,26-30,Female,Tier 1,Working Professional,No income,PC/Laptop,6-10,Mid-range PC,Discount seeker,No preference,Blue,Flipkart,Under 500,2000-5000,Very likely,0,1,0,0,0
1195,18-21,Male,Tier 1,Student,Above 200000,Mobile,6-10,Mid-range PC,Balanced,RGB,Green,Amazon,3000-7000,10000-20000,Likely,0,0,0,0,0
1196,Under 18,Male,Tier 1,Other,50000-100000,Mobile,>20,Basic PC/Laptop,Cheapest option,Cyberpunk,Black,Amazon,3000-7000,10000-20000,Likely,0,0,1,0,0
1197,18-21,Male,Tier 3,Business Owner,Above 200000,Mobile,6-10,Basic PC/Laptop,Premium buyer,No preference,White,Amazon,3000-7000,10000-20000,Likely,1,0,1,0,0
1198,Under 18,Male,Tier 3,Student,Under 20000,PC/Laptop,<2,Mid-range PC,Discount seeker,Minimal,White,Flipkart,500-1500,Under 2000,Maybe,0,1,1,0,0
1199,Under 18,Female,Tier 2,Business Owner,Under 20000,PlayStation,2-5,Mid-range PC,Balanced,Minimal,Green,Amazon,500-1500,2000-5000,Maybe,0,1,0,1,1
1200,31-40,Female,Tier 3,Working Professional,No income,Mobile,6-10,Mobile only,Balanced,Cyberpunk,Purple,Amazon,Under 500,Under 2000,Maybe,1,0,0,0,0
1201,Under 18,Male,Tier 3,Student,Under 20000,Mobile,>20,Mobile only,Balanced,Cyberpunk,RGB,International Websites,Under 500,2000-5000,Very likely,0,0,0,0,0
1202,26-30,Male,Tier 2,Student,Under 20000,Multiple,10-20,Mobile only,Balanced,No preference,Purple,Amazon,500-1500,2000-5000,Likely,0,0,1,0,0
1203,18-21,Male,Tier 2,Working Professional,20000-50000,PC/Laptop,10-20,Mobile only,Discount seeker,RGB,Blue,Amazon,1500-3000,2000-5000,Maybe,0,1,1,1,0
1204,31-40,Male,Tier 3,Student,Under 20000,PlayStation,<2,Mid-range PC,Cheapest option,Minimal,Purple,Amazon,Under 500,Under 2000,Very likely,0,0,1,0,0
1205,31-40,Female,Tier 1,Working Professional,20000-50000,Mobile,2-5,Mobile only,Premium buyer,RGB,Red,Amazon,1500-3000,2000-5000,Likely,0,1,0,0,0
1206,18-21,Prefer not to say,Tier 2,Working Professional,20000-50000,Mobile,6-10,Mid-range PC,Cheapest option,No preference,Black,Brand Website,1500-3000,5000-10000,Maybe,1,1,1,1,0
1207,18-21,Male,Tier 1,Freelancer/Creator,50000-100000,Mobile,>20,Mid-range PC,Discount seeker,No preference,Red,Flipkart,3000-7000,10000-20000,Likely,0,1,0,1,0
1208,18-21,Male,Tier 1,Other,No income,Multiple,>20,Mobile only,Balanced,RGB,Purple,International Websites,Under 500,Under 2000,Likely,0,0,1,0,0
1209,Under 18,Male,Tier 1,Freelancer/Creator,20000-50000,Multiple,6-10,Mobile only,Balanced,Minimal,Green,Flipkart,1500-3000,5000-10000,Maybe,0,1,1,0,0
1210,18-21,Male,Tier 1,Working Professional,20000-50000,Multiple,<2,High-end PC,Premium buyer,Anime,RGB,Amazon,1500-3000,5000-10000,Unlikely,1,0,1,0,0
1211,Under 18,Female,Tier 2,Working Professional,Under 20000,PlayStation,>20,High-end PC,Discount seeker,Minimal,Purple,Amazon,Under 500,2000-5000,Very likely,0,0,1,0,0
1212,26-30,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,10-20,Basic PC/Laptop,Cheapest option,Anime,Purple,Offline Store,500-1500,2000-5000,Likely,0,0,0,1,0
1213,Under 18,Male,Tier 3,Working Professional,50000-100000,Mobile,2-5,Mid-range PC,Discount seeker,Cyberpunk,Red,Flipkart,1500-3000,10000-20000,Maybe,0,0,0,0,0
1214,22-25,Male,Tier 2,Student,20000-50000,PlayStation,6-10,Mid-range PC,Balanced,Minimal,Red,Offline Store,500-1500,2000-5000,Very likely,0,1,0,1,0
1215,18-21,Male,Tier 1,Student,Under 20000,Mobile,>20,High-end PC,Balanced,Anime,Red,Flipkart,500-1500,2000-5000,Likely,1,0,0,0,1
1216,22-25,Male,Tier 1,Student,Under 20000,PlayStation,>20,Basic PC/Laptop,Balanced,Minimal,Black,Amazon,500-1500,2000-5000,Likely,0,0,0,0,0
1217,Under 18,Male,Tier 1,Student,Under 20000,Mobile,6-10,Basic PC/Laptop,Cheapest option,Cyberpunk,Red,Amazon,500-1500,Under 2000,Unlikely,0,0,0,0,1
1218,Under 18,Male,Tier 1,Student,No income,PC/Laptop,2-5,Mobile only,Balanced,Cyberpunk,RGB,Amazon,Under 500,2000-5000,Maybe,1,0,0,1,0
1219,22-25,Male,Tier 3,Other,50000-100000,PC/Laptop,2-5,Mid-range PC,Cheapest option,Minimal,Black,Offline Store,3000-7000,10000-20000,Likely,0,0,0,0,0
1220,18-21,Male,Tier 3,Business Owner,100000-200000,Mobile,6-10,Mid-range PC,Cheapest option,Anime,Red,Flipkart,7000+,Above 20000,Maybe,0,1,0,0,0
1221,31-40,Male,Tier 1,Student,20000-50000,Mobile,6-10,Mid-range PC,Cheapest option,Cyberpunk,Black,Flipkart,500-1500,2000-5000,Unlikely,0,0,1,0,0
1222,18-21,Female,Tier 1,Student,100000-200000,Mobile,<2,Mid-range PC,Cheapest option,Cyberpunk,Blue,Amazon,7000+,Above 20000,Maybe,0,1,1,0,0
1223,26-30,Male,Tier 3,Working Professional,20000-50000,PC/Laptop,6-10,Mid-range PC,Balanced,RGB,Blue,Amazon,500-1500,5000-10000,Very likely,0,0,1,0,0
1224,Under 18,Male,Tier 2,Other,50000-100000,PlayStation,10-20,Mid-range PC,Discount seeker,RGB,RGB,Amazon,1500-3000,10000-20000,Likely,0,0,0,0,0
1225,Under 18,Female,Tier 3,Business Owner,20000-50000,Mobile,10-20,Mid-range PC,Balanced,Anime,Black,Amazon,1500-3000,5000-10000,Likely,0,1,0,0,0
1226,18-21,Male,Tier 2,Working Professional,Above 200000,PlayStation,10-20,Mid-range PC,Discount seeker,Cyberpunk,Green,Flipkart,7000+,Above 20000,Very likely,0,0,0,0,0
1227,22-25,Male,Tier 2,Working Professional,50000-100000,Xbox,2-5,Console,Balanced,Anime,Green,Amazon,3000-7000,10000-20000,Very likely,0,0,1,0,0
1228,31-40,Male,Tier 1,Working Professional,No income,PC/Laptop,2-5,Mid-range PC,Balanced,RGB,Blue,Offline Store,500-1500,2000-5000,Maybe,0,0,1,0,0
1229,22-25,Male,Tier 1,Working Professional,20000-50000,PC/Laptop,6-10,Basic PC/Laptop,Balanced,Anime,Red,Offline Store,1500-3000,5000-10000,Unlikely,0,1,0,0,0
1230,22-25,Male,Tier 2,Student,No income,Multiple,10-20,Basic PC/Laptop,Discount seeker,No preference,White,Flipkart,Under 500,Under 2000,Very likely,0,0,0,0,1
1231,26-30,Male,Tier 2,Business Owner,No income,Xbox,2-5,Mid-range PC,Discount seeker,No preference,Green,Amazon,Under 500,2000-5000,Very likely,0,0,0,0,0
1232,22-25,Male,Tier 1,Working Professional,20000-50000,PlayStation,2-5,Basic PC/Laptop,Cheapest option,Cyberpunk,Purple,Flipkart,1500-3000,2000-5000,Likely,0,0,0,0,0
1233,18-21,Male,Tier 1,Student,No income,Mobile,10-20,Mid-range PC,Balanced,No preference,Red,Amazon,Under 500,Under 2000,Likely,0,0,1,0,0
1234,26-30,Male,Tier 2,Working Professional,20000-50000,PlayStation,2-5,Basic PC/Laptop,Balanced,Anime,RGB,Flipkart,500-1500,5000-10000,Maybe,0,0,0,0,0
1235,31-40,Male,Tier 3,Working Professional,Above 200000,Mobile,>20,Mid-range PC,Premium buyer,Anime,RGB,Flipkart,7000+,10000-20000,Very unlikely,0,0,0,0,0
1236,22-25,Prefer not to say,Tier 3,Student,Under 20000,PlayStation,2-5,High-end PC,Discount seeker,RGB,Red,Amazon,500-1500,2000-5000,Unlikely,1,0,1,0,0
1237,18-21,Male,Tier 1,Working Professional,No income,Mobile,2-5,High-end PC,Discount seeker,Cyberpunk,White,Flipkart,500-1500,2000-5000,Likely,0,1,1,0,0
1238,18-21,Male,Tier 2,Freelancer/Creator,20000-50000,PC/Laptop,10-20,Mid-range PC,Cheapest option,Minimal,Black,Amazon,500-1500,5000-10000,Likely,0,0,1,0,0
1239,22-25,Male,Tier 1,Other,50000-100000,PC/Laptop,6-10,Mid-range PC,Discount seeker,RGB,Green,International Websites,3000-7000,10000-20000,Likely,1,0,0,1,0
1240,18-21,Male,Tier 1,Student,100000-200000,Mobile,10-20,Mid-range PC,Balanced,Cyberpunk,White,International Websites,7000+,10000-20000,Likely,0,0,0,0,1
1241,Above 40,Male,Tier 2,Freelancer/Creator,20000-50000,PC/Laptop,<2,High-end PC,Premium buyer,Minimal,Black,Amazon,500-1500,5000-10000,Likely,0,0,0,0,0
1242,Under 18,Female,Tier 3,Working Professional,20000-50000,Multiple,2-5,Mobile only,Discount seeker,Minimal,Green,Brand Website,500-1500,2000-5000,Likely,0,0,1,0,0
1243,18-21,Male,Tier 1,Student,No income,PlayStation,2-5,High-end PC,Cheapest option,Cyberpunk,Green,Brand Website,Under 500,2000-5000,Maybe,0,0,0,1,0
1244,22-25,Female,Tier 1,Student,20000-50000,PC/Laptop,<2,Console,Balanced,RGB,Blue,Flipkart,500-1500,2000-5000,Unlikely,0,0,0,0,0
1245,Under 18,Male,Tier 1,Working Professional,50000-100000,Mobile,6-10,High-end PC,Discount seeker,Minimal,Green,Amazon,3000-7000,10000-20000,Very likely,1,0,0,1,1
1246,18-21,Male,Tier 2,Working Professional,No income,Mobile,>20,Mid-range PC,Cheapest option,Anime,White,International Websites,7000+,Above 20000,Likely,1,0,1,0,0
1247,22-25,Female,Tier 1,Student,No income,Mobile,>20,Console,Balanced,No preference,Purple,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,1
1248,22-25,Male,Tier 1,Other,50000-100000,Multiple,2-5,Basic PC/Laptop,Balanced,Minimal,White,Amazon,1500-3000,5000-10000,Maybe,1,0,0,0,0
1249,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,Multiple,10-20,Mobile only,Premium buyer,Minimal,White,Amazon,1500-3000,5000-10000,Very likely,0,1,0,1,0
1250,18-21,Female,Tier 1,Working Professional,Under 20000,Multiple,6-10,Console,Premium buyer,RGB,Red,Flipkart,Under 500,2000-5000,Unlikely,1,0,0,0,0
1251,22-25,Male,Tier 1,Working Professional,20000-50000,Mobile,>20,High-end PC,Discount seeker,Anime,Red,Amazon,1500-3000,5000-10000,Likely,0,0,0,0,1
1252,22-25,Prefer not to say,Tier 2,Student,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Balanced,Anime,Black,Amazon,Under 500,Under 2000,Very likely,0,0,0,0,0
1253,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,PC/Laptop,10-20,High-end PC,Balanced,Minimal,Blue,Brand Website,1500-3000,2000-5000,Maybe,0,0,1,0,0
1254,22-25,Female,Tier 1,Working Professional,20000-50000,PlayStation,6-10,Mobile only,Balanced,RGB,Pastel,Amazon,7000+,Above 20000,Unlikely,0,0,0,0,0
1255,31-40,Male,Tier 1,Working Professional,Under 20000,Mobile,2-5,Mid-range PC,Balanced,Cyberpunk,Pastel,Flipkart,Under 500,Under 2000,Unlikely,0,0,0,0,0
1256,22-25,Male,Tier 1,Working Professional,No income,Xbox,2-5,High-end PC,Balanced,No preference,Black,Flipkart,500-1500,Under 2000,Maybe,0,0,0,0,0
1257,18-21,Male,Tier 3,Student,100000-200000,PC/Laptop,2-5,Mid-range PC,Discount seeker,RGB,White,Amazon,7000+,10000-20000,Unlikely,1,0,0,1,0
1258,18-21,Male,Tier 2,Working Professional,Under 20000,PlayStation,<2,Mid-range PC,Discount seeker,RGB,Blue,International Websites,Under 500,Under 2000,Very unlikely,0,0,0,0,0
1259,18-21,Male,Tier 1,Student,50000-100000,PC/Laptop,<2,High-end PC,Balanced,RGB,White,Amazon,1500-3000,10000-20000,Unlikely,0,1,0,0,0
1260,22-25,Male,Tier 3,Student,20000-50000,Multiple,<2,High-end PC,Balanced,Anime,Green,Flipkart,500-1500,2000-5000,Likely,0,0,1,0,0
1261,22-25,Female,Tier 2,Working Professional,Under 20000,PC/Laptop,2-5,Console,Balanced,RGB,White,Offline Store,Under 500,Under 2000,Very unlikely,0,0,0,0,0
1262,26-30,Male,Tier 1,Student,100000-200000,Mobile,10-20,Mobile only,Balanced,Anime,Red,Amazon,3000-7000,10000-20000,Very likely,0,0,0,0,0
1263,22-25,Male,Tier 1,Freelancer/Creator,20000-50000,PC/Laptop,10-20,Mobile only,Premium buyer,No preference,RGB,Amazon,1500-3000,2000-5000,Likely,0,1,0,0,0
1264,22-25,Male,Tier 1,Student,Under 20000,PC/Laptop,10-20,Mid-range PC,Discount seeker,RGB,Red,Flipkart,500-1500,2000-5000,Unlikely,1,0,1,0,0
1265,22-25,Male,Tier 1,Student,20000-50000,Multiple,6-10,Mid-range PC,Discount seeker,No preference,Blue,Brand Website,1500-3000,2000-5000,Likely,0,0,1,1,0
1266,18-21,Female,Tier 3,Working Professional,20000-50000,PC/Laptop,6-10,Mid-range PC,Discount seeker,Anime,White,Amazon,1500-3000,2000-5000,Unlikely,0,1,0,0,0
1267,Under 18,Female,Tier 2,Working Professional,50000-100000,Multiple,6-10,Mobile only,Premium buyer,Cyberpunk,Green,Amazon,3000-7000,5000-10000,Maybe,0,0,0,0,0
1268,22-25,Prefer not to say,Tier 2,Student,Under 20000,PC/Laptop,10-20,High-end PC,Balanced,Cyberpunk,White,Offline Store,500-1500,2000-5000,Maybe,0,0,1,1,0
1269,18-21,Female,Tier 2,Freelancer/Creator,20000-50000,Multiple,2-5,Mid-range PC,Discount seeker,Anime,RGB,Flipkart,500-1500,5000-10000,Unlikely,0,1,0,0,0
1270,22-25,Male,Tier 1,Student,20000-50000,Mobile,2-5,Mid-range PC,Balanced,Cyberpunk,Blue,International Websites,500-1500,5000-10000,Likely,0,0,1,0,1
1271,22-25,Male,Tier 1,Business Owner,Under 20000,PC/Laptop,<2,Console,Discount seeker,Anime,Red,Flipkart,Under 500,2000-5000,Very likely,0,0,0,0,0
1272,22-25,Male,Tier 2,Other,Above 200000,PC/Laptop,2-5,High-end PC,Cheapest option,Cyberpunk,RGB,Flipkart,3000-7000,10000-20000,Likely,0,1,0,0,0
1273,18-21,Male,Tier 3,Freelancer/Creator,20000-50000,Mobile,2-5,Mid-range PC,Cheapest option,Cyberpunk,White,Amazon,500-1500,2000-5000,Likely,1,0,1,1,0
1274,Under 18,Male,Tier 1,Student,50000-100000,PlayStation,2-5,Basic PC/Laptop,Discount seeker,Minimal,Green,Offline Store,1500-3000,10000-20000,Likely,1,0,0,0,0
1275,22-25,Male,Tier 3,Working Professional,100000-200000,PC/Laptop,2-5,High-end PC,Balanced,Cyberpunk,RGB,Offline Store,7000+,Above 20000,Very likely,0,0,0,1,0
1276,22-25,Male,Tier 3,Working Professional,Under 20000,PlayStation,10-20,Basic PC/Laptop,Discount seeker,Cyberpunk,Green,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
1277,26-30,Female,Tier 3,Student,Under 20000,Mobile,6-10,Basic PC/Laptop,Cheapest option,No preference,Purple,Flipkart,Under 500,2000-5000,Likely,0,0,0,1,0
1278,18-21,Female,Tier 2,Working Professional,Under 20000,Mobile,<2,High-end PC,Balanced,Anime,RGB,Amazon,500-1500,Under 2000,Likely,0,0,1,0,0
1279,22-25,Female,Tier 3,Other,20000-50000,Mobile,6-10,Basic PC/Laptop,Premium buyer,Minimal,Black,Flipkart,500-1500,2000-5000,Likely,0,0,0,0,0
1280,Above 40,Male,Tier 1,Business Owner,20000-50000,PC/Laptop,2-5,High-end PC,Balanced,Cyberpunk,Black,Amazon,500-1500,5000-10000,Likely,1,0,1,0,0
1281,26-30,Male,Tier 3,Working Professional,50000-100000,PC/Laptop,2-5,Console,Discount seeker,Anime,Red,Amazon,3000-7000,5000-10000,Very unlikely,0,0,0,0,1
1282,18-21,Male,Tier 2,Student,Under 20000,Xbox,<2,Basic PC/Laptop,Balanced,No preference,RGB,Brand Website,500-1500,Under 2000,Maybe,0,0,0,0,0
1283,Above 40,Male,Tier 2,Student,Under 20000,Multiple,>20,Basic PC/Laptop,Balanced,Cyberpunk,RGB,Brand Website,500-1500,2000-5000,Very likely,1,1,0,1,1
1284,31-40,Male,Tier 1,Working Professional,Under 20000,PC/Laptop,2-5,Basic PC/Laptop,Premium buyer,No preference,Black,Amazon,Under 500,2000-5000,Very likely,0,0,0,1,0
1285,22-25,Female,Tier 2,Student,100000-200000,Multiple,6-10,Basic PC/Laptop,Premium buyer,RGB,Pastel,Flipkart,7000+,Above 20000,Likely,1,0,1,0,0
1286,Under 18,Male,Tier 2,Working Professional,20000-50000,Mobile,6-10,Mid-range PC,Balanced,Cyberpunk,RGB,Amazon,500-1500,2000-5000,Maybe,0,0,0,1,0
1287,26-30,Male,Tier 2,Working Professional,50000-100000,PC/Laptop,2-5,Mid-range PC,Balanced,Anime,Red,Offline Store,3000-7000,10000-20000,Likely,0,1,0,0,0
1288,18-21,Male,Tier 1,Student,Under 20000,Xbox,>20,Mobile only,Cheapest option,Cyberpunk,RGB,Amazon,Under 500,2000-5000,Very unlikely,0,0,1,0,0
1289,26-30,Male,Tier 1,Working Professional,100000-200000,Mobile,2-5,High-end PC,Balanced,No preference,RGB,International Websites,7000+,10000-20000,Likely,0,0,1,0,0
1290,18-21,Male,Tier 3,Business Owner,100000-200000,Multiple,10-20,Basic PC/Laptop,Discount seeker,Cyberpunk,Purple,Flipkart,7000+,Above 20000,Very likely,0,1,0,1,0
